country,child_mort,exports,health,imports,income,inflation,life_expec,total_fer,gdpp
Afghanistan,1.2932089538171272,-1.15171076525384,0.27018429441862224,-0.09494142804136632,-1.4154749672554758,0.15644402589610162,-1.6176556707358134,1.8957612976914968,-1.4677161777718855
Albania,-0.5341095813307514,-0.4905671987490391,-0.1083792609341272,0.059653018149002805,0.06726027836639764,-0.31183830607540675,0.6437277342319749,-0.8598640130640526,-0.1291138744082616
Algeria,-0.2684532182046332,-0.10857313810182084,-0.983118350001645,-0.6590022452224424,0.28051649115248056,0.7864966180032222,0.6662290616445901,-0.040445455429308844,-0.07117714938823858
Angola,2.008246641483688,0.7692785974239981,-1.4682677607449741,-0.1785059935496739,-0.3570308560355086,1.3824923132396874,-1.1788797861898246,2.1204405796236037,-0.22762011879209168
Antigua and Barbuda,-0.6905240755078117,0.152211268686184,-0.29949872577240827,0.49001053051678667,0.6003688412509558,-0.6003759045629019,0.699981052763512,-0.5426697326893132,0.6020148661765374
Argentina,-0.5862477460564381,-0.8248120018153552,0.46130375925690326,-1.3024493996364106,0.5831197026343272,1.2405885762786242,0.5874744157004379,-0.38407259250194326,0.4887608544436142
Armenia,-0.496868035098118,-0.7550246253509594,-0.8985847405539436,-0.07822851493970487,-0.25340048447843955,-0.0015421345872153563,0.3062078230427527,-0.8334311563661576,-0.28911097591960316
Australia,-0.8270764116941342,-0.7917548234901151,0.6928523416571288,-1.0977162141410572,1.2308400953457281,-0.626864602128967,1.2850155654914974,-0.6748340161787879,1.5706281806957636
Austria,-0.8394902604383453,0.36524641789328643,1.5271623131627026,0.026227191945679598,1.2655258141040442,-0.6540155171341837,1.1162556098968863,-0.9986365107280011,1.5028591555450326
Azerbaijan,0.02699638190759178,0.47543701231075325,-0.3546293406296049,-1.106072670691888,0.4560341839445107,0.5689108879962587,-0.16632005262215876,-0.6814422303532617,0.10916944873746914
Bahamas,-0.6036271342983337,-0.23345581177494984,0.3841208984568282,-0.14508016734635068,0.7482478656524143,-0.7737822711293211,0.3624611415742897,-0.721091515400104,1.1577873814831954
Bahrain,-0.7327311612381294,1.0337360240259186,-0.6890884040965971,0.1557522684835564,1.2249128592057792,-0.032760956718649176,0.609975743113053,-0.5228450901658918,0.9557062457490076
Bangladesh,0.2802388962894988,-0.9313295764189063,-1.2220176810494965,-1.0601121596623186,-1.076631006249774,-0.06114170411086187,-0.020061424440161176,-0.4105054491998383,-1.2567679177626774
Barbados,-0.5936960553029649,-0.06816992014874962,0.413523893047333,0.06383124642441824,0.4195748162229121,-0.706236092335855,0.6887303890572052,-0.7739572287958939,0.7834122671291901
Belarus,-0.8096970234522385,0.36891943770720204,-0.45386444737255843,0.7239913139400479,0.46615843062352186,0.6918941266958466,-0.020061424440161176,-0.9655954398556323,0.13058784685633779
Belgium,-0.8345247209406608,1.2871743911860924,1.4169010834483091,1.1501705980324166,1.2249128592057792,-0.5587508083876567,1.0600022913653493,-0.721091515400104,1.4662133039040752
Belize,-0.47948864685622244,0.6186847850534603,-0.6045547946488956,0.4315153346609714,-0.12119227566988848,-0.6287566519551145,0.0924452126229129,-0.15939331056983624,-0.08942335249355424
Benin,1.8096250615763099,-0.6448340309334926,-1.0088459702683368,-0.4166650052483503,-1.3155551319542218,-0.6528802872384952,-0.9876185031825992,1.5917834456657047,-1.2567679177626774
Bhutan,0.11389332311706969,0.042020674268717195,-0.6045547946488956,0.9830414670158015,-0.2881919844526814,-0.16993456911434357,0.1711998585670635,-0.37746437832746965,-0.5500532929238806
Bolivia,0.21072134332191647,-0.00572858331218499,-0.7368682703061673,-0.5378336252353965,-0.42769326370378924,0.09400638163323381,0.11494654003552644,0.1644091839793771,-0.6144284969408491
Bosnia and Herzegovina,-0.7749382469684474,-0.4281258619124746,1.5639160564008334,0.17246518158521784,0.04983995212098134,-0.6041600042151969,0.699981052763512,-1.0845432949961595,-0.04904770140970031
